,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,6-phosphogluconate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,creatine,creatinine,trimethylamine-N-oxide,adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,beta-alanine
8305C_THYROID,149917.0,77784.0,762606.0,129395.0,55693.0,28722.0,41235.0,332561.0,28919.0,2892240.0,145199.0,5606.0,124410.0,29893.0,154198.0,17762.0,702280.0,101982680.0,1171489.0,99981.0,49257.0,2160052.0,4331.0,7631.0,103128.0,283905.0,19900.0,4517.0,28660307.0,195853.0,8393823.0,249252.0,6145.2,57409.0,1530090.0,4430.0,201651.0,41278016.0,7084781.0,162444.0,205471.0,14332.0,294557.0,1124933.0,1386852.0,53488.0,1573887.0,14053.0,5975493.0,1913900.0,115631.0,269587.0,234265.0,15920.0,9671.0,440438.0,258158.0,223291.0,316948.0,240061.0,2695178.0,733875.0,5407814.0,1596576.0,3974671.0,805155.0,701193.0,5618048.0,5873557.0,3599647.0,163624.0,383803.0,8987406.0,692173.0,1535858.0,59183.0,376968.0,2306.0,968.0,143957.0,1539.0,236057.0,2014.0,314798.0,12578.0,155284.0,8052.0,38684.0,2035.0,60753.0,48833.0,1196182.0,207434.0,6442807.0,7631901.0,130973.0,3779187.0,1374134.0,9851.0,2852.0,8032.0,16813.0,1172.0,168387.0,3673.0,4444.0,749683.0,5937181.0,753479.0,1671983.0,29303.0,913794.0,3142204.0,472396.0,9535.0,161282.0,644257.0,9526.0,2720.0,577.0,319.0,1009.0,188.0,1274.0,491.4,37128.0
UACC812_BREAST,98788.0,31774.0,1608293.0,564265.0,71665.0,481836.0,115828.0,376084.0,60975.0,5314945.0,230819.0,7866.0,124606.0,53965.0,30233.0,23111.0,649785.0,180542833.0,1950085.0,275342.0,10162.0,597552.0,23420.0,12860.0,395565.0,1273653.0,76069.0,18952.0,26890024.0,151835.0,13402068.0,317584.0,5174.0,105501.0,4919310.0,8871.0,64801.0,56505307.0,18140089.0,164091.0,770567.0,42973.0,129588.0,2273404.0,1768708.0,86813.0,2802393.0,43276.0,23672661.0,666405.0,72136.0,327141.0,361718.0,26224.0,7290.0,563807.0,545922.0,372042.0,443303.0,423544.0,2075573.0,587165.0,9245558.0,3192466.0,4642259.0,1974298.0,1704112.0,7817603.0,8085571.0,5273380.0,219193.0,767054.0,8788758.0,529743.0,3627881.0,66141.0,274706.0,1004.0,8431.0,4198.0,3452.0,220616.0,406.0,676040.0,45918.0,332822.0,8317.0,25966.0,2130.0,145925.0,2290.0,1466768.0,397430.0,16508884.0,11076871.0,2656594.0,2255539.0,1798858.0,12999.0,36776.0,30022.0,32528.0,10190.0,206985.0,10122.0,3378.0,965439.0,7322.0,3491199.0,232640.0,23699.0,2991889.0,16598397.0,1531360.0,70581.0,459593.0,272451.0,118891.0,5029.0,7306.0,11719.0,46994.0,10500.0,15033.0,272.0,10370.0
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,14491.0,45833.4,1610194.0,154635.0,8098.0,29576.0,37381.0,21697.0,532514.0,920992.0,39691.0,47469.0,8521.0,7201.0,20795.0,6571.2,157246.0,14782437.0,511228.0,22369.0,5613.0,491800.0,45864.0,5730.4,59195.0,9843.0,11319.0,4974.0,7225376.0,13325.0,3779031.0,116003.0,2372.8,94409.0,7589402.0,4681.0,23899.0,23677016.0,2275496.0,23077.0,91928.2,167170.0,329335.0,168417.0,175823.0,26594.0,107886.0,2241.0,1002381.0,3596.0,61240.6,274309.0,294398.0,8747.0,3319.0,67130.0,154343.0,90102.0,41852.0,157418.0,2083713.0,194872.0,1621861.0,252065.0,753727.0,103320.0,195341.0,825743.0,977563.0,519805.0,20775.0,68941.0,2333788.0,330027.0,307530.0,8517.0,1081875.0,489.0,9873.0,24129.0,1076.8,23961.0,298.0,63532.0,2956.0,23071.0,433.0,1029.0,1042.0,5502.0,6186.8,227881.0,56372.0,2463021.0,3160901.0,1857338.0,201213.0,124666.0,8938.0,4070.0,1773.0,3349.0,6559.0,460.0,9914.0,2478.0,85530.0,16846.0,306881.0,438870.0,2338.0,67913.0,228267.0,41884.0,723.0,52300.0,16016.0,1724.0,318.0,1416.8,362.0,2301.0,1016.0,837.0,431.0,31528.0
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,10831.2,13834.8,81665.0,42451.0,9390.0,25052.0,52562.0,70364.0,19939.0,911610.0,68878.0,2923.0,19298.2,5842.2,4245.0,4279.8,60454.0,16029143.0,765572.0,10848.0,8413.0,549671.0,4458.0,3979.6,24299.0,21052.0,10207.4,2334.8,3644555.0,9203.0,4813710.0,78030.0,2606.4,111503.0,1460567.0,6464.0,9911.0,3488063.0,2052429.0,27988.0,34779.8,19865.0,72920.0,130546.0,47501.0,38499.8,61081.0,3143.2,993107.0,5549.0,4344.0,153062.0,223603.0,6527.6,2704.0,75418.0,87771.0,46848.0,25740.0,109304.0,943663.0,106932.0,775723.0,183496.0,806960.0,81036.0,125515.0,491267.0,540797.0,250678.0,12166.0,28677.0,1390516.0,145189.0,128845.0,2616.0,140352.0,305.2,1354.0,87653.0,1019.0,12398.0,202.4,19485.0,877.0,8420.0,886.0,357.0,394.0,2464.0,1006.0,183462.0,26391.0,914723.0,2181961.0,120759.0,109681.0,65730.0,5512.0,5506.0,1455.4,1389.0,162.0,338.0,23737.0,1580.0,66017.0,2004.0,88512.0,2077951.0,1659.0,95418.0,183999.0,48794.0,1347.0,27463.0,97263.0,836.0,364.8,133.0,227.0,1291.0,3655.6,390.0,499.0,4716.0
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8529.0,7550.0,335195.0,103245.0,4435.0,87092.0,38227.0,20201.4,28256.0,245528.0,8524.0,1979.0,41586.0,6512.8,9989.8,7110.0,289495.0,1905350.0,829670.0,9526.2,36792.0,1160827.0,2552.0,5514.8,12786.0,34901.4,17111.8,1554.0,1417695.0,4930.0,1881880.0,63139.0,1412.4,68566.0,1697446.0,3288.4,10734.0,893727.0,354959.0,12343.0,42070.4,175969.0,235754.0,28896.2,4958.0,2563.0,5895.0,1609.4,305168.0,9630.0,15453.0,59383.0,41606.0,5779.4,1146.0,6595.0,39153.0,28822.0,9269.0,144621.0,1266978.0,40538.0,429010.0,119002.0,397975.0,52667.0,89970.0,210512.0,232524.0,133791.0,6580.0,24078.0,521054.0,61370.0,87809.0,1166.0,129987.0,257.0,1457.6,25599.0,784.0,4930.0,379.0,10767.0,1030.0,3871.0,525.0,132.0,1313.0,1263.0,6278.0,66726.0,58058.0,644202.0,2151937.0,286531.0,277405.0,33630.0,6677.0,2256.0,5.0,454.0,140.0,5707.8,7500.0,734.4,16232.0,5165.0,103374.0,142424.0,2664.0,15798.0,101656.0,12293.0,577.4,32858.0,4886.0,294.0,144.0,1398.8,490.0,5298.0,1180.0,830.0,266.0,6350.0
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,12518.8,13818.6,1149096.0,27013.0,7247.0,57481.2,35646.0,38953.8,25152.0,446407.0,25072.0,2477.0,15232.4,4506.8,13283.0,4500.0,60273.0,15466016.0,250519.0,18146.0,7211.0,589868.0,6071.2,4327.8,18136.0,38082.0,9830.8,2124.6,4995358.0,5007.0,1250220.0,148447.0,1515.8,100795.0,4081023.0,1133.0,5195.0,3674950.0,3036769.0,11636.0,37720.4,10109.0,72922.0,142887.0,40695.0,1781.0,61933.0,3155.4,1143512.0,19419.0,5756.0,324525.0,175671.0,5809.8,1421.0,22733.0,42112.0,35417.0,23316.0,40799.0,477871.0,78638.0,859493.0,500674.0,621345.0,89449.0,118686.0,484840.0,537449.0,225077.0,10297.0,19412.0,2041194.0,109901.0,230694.0,3170.0,131862.0,328.6,1068.0,7308.0,913.8,10397.0,249.4,28248.0,1476.0,7743.0,730.0,509.0,488.0,3108.0,2825.4,128180.0,22981.0,910610.0,3079748.0,60916.0,72563.0,75516.0,6699.0,4582.0,1144.2,1675.0,1177.2,119.0,11343.0,719.0,59110.0,2238.0,116847.0,167620.0,4355.0,172134.0,654542.0,48462.0,1753.0,33526.0,34144.0,1351.0,275.2,394.0,644.0,962.0,178.0,1311.0,440.0,5474.0
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,23081.0,50545.0,2089142.0,127818.0,38116.0,150286.6,72172.0,130125.8,513935.0,3402604.0,341436.0,40216.0,44928.0,6515.0,43703.4,6195.0,382992.0,2399718.0,1833200.0,54960.0,8091.0,647485.0,80303.0,16226.6,6988.8,609209.2,212394.0,7648.2,14814974.0,2504.0,14474251.0,463129.0,4844.0,79771.0,1837400.0,10200.0,30471.0,3825020.0,3441298.0,16926.0,24086.0,430594.0,388660.0,90772.0,108374.0,48173.0,91710.0,1914.8,1042238.0,121486.0,28462.6,876500.0,577812.0,16273.0,8101.0,754924.0,13878.0,116598.0,32171.0,161265.0,2428537.0,373306.0,1041141.0,541505.0,793346.0,82104.0,220728.0,884649.0,942797.0,527204.0,33622.0,118777.0,11011171.0,1410927.0,203406.0,8173.0,924243.0,310.4,1203.8,20516.0,1234.8,19072.0,932.8,53341.0,3261.0,28910.0,1207.0,343.0,6145.0,3964.0,6492.0,425923.0,110205.0,5619492.0,2809865.0,443286.0,2431043.0,362536.0,6106.0,34047.0,2162.8,3520.6,2362.0,266.0,9511.0,1493.0,94383.0,3608.0,733397.0,408660.0,9773.2,353399.0,1438866.0,159950.0,5331.0,479424.0,24456.0,8427.0,2216.0,159.0,1909.0,4599.0,1581.0,5255.0,460.2,40282.6
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,11635.0,54636.0,3660090.0,206623.0,142017.0,10480.0,31291.0,106674.0,3015387.0,6820644.0,432418.0,365238.0,57105.0,1278829.0,49595.0,7414.0,144419.0,6596451.0,1399443.0,140397.0,40157.0,1584950.0,1321287.0,56358.0,35833.0,1215288.0,408883.0,11362.0,20381743.0,19668.0,10277081.0,1109123.0,7313.0,121172.0,24922394.0,21139.0,78683.0,6649014.0,4054388.0,52611.0,164166.0,1771981.0,370857.0,96727.0,118924.0,2779365.0,259212.0,7309.0,1233982.0,115098.0,13965.0,544216.0,385999.0,12196.0,5185.0,266258.0,54560.0,276552.0,86666.0,67561.0,2086830.0,32109.0,75026.0,676622.0,366886.0,438264.0,974310.0,1619614.0,1948531.0,2158617.0,88816.0,167592.0,9452966.0,48632.0,50984.0,9716.0,2093070.0,413.0,7112.0,108300.0,1250.0,36161.0,333.0,163190.0,10064.0,35496.0,552.0,410.0,6371.0,4034.0,68229.0,206282.0,158145.0,9575388.0,10574876.0,1636890.0,2170699.0,99373.0,8015.0,43677.0,580.0,52483.0,3716.0,4397.0,9658.0,8453.0,164092.0,14733.4,1066430.0,259215.0,3159.0,966479.0,6411948.0,350077.0,71085.0,1285909.0,360990.0,32857.0,2628.0,6158.0,22290.0,181254.0,53924.0,52755.0,467.0,91261.0
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,16483.0,21396.0,2110789.0,83142.0,56089.0,37084.0,24804.0,88153.0,685270.0,3096992.0,218396.0,81086.0,10781.0,72585.0,29020.0,7237.0,331929.0,9754586.0,1242291.0,67962.0,67926.0,2200431.0,152604.0,1567.0,10799.0,10144.0,3601.0,3469.8,13870067.0,13168.0,9081499.0,408325.0,1665.0,79444.0,1837740.0,4530.0,49958.0,10661598.0,2476856.0,22171.0,55377.0,359697.0,222199.0,49979.0,219552.0,181777.0,113060.0,3182.0,641183.0,16654.0,13250.4,1565548.0,114623.0,16652.0,6780.0,108420.0,62540.0,85844.0,53750.0,70686.0,2156504.0,172628.0,1991619.0,297381.0,687102.0,75831.0,238175.0,1026617.0,1222429.0,848401.0,32708.0,152947.0,4402771.0,315505.0,223649.0,17819.0,356553.0,475.0,3574.0,58580.0,959.0,22121.0,458.0,51217.0,1616.0,27062.0,354.0,595.0,10265.0,5162.0,6077.0,162596.0,78548.0,3032713.0,3192914.0,1137103.0,1021709.0,139277.0,6263.0,11073.0,2614.0,11669.0,15902.0,50700.0,13459.0,623.0,93902.0,2183.0,106088.0,543837.0,5426.0,96996.0,162449.0,59676.0,629.0,293561.0,11136.0,1984.0,397.0,2642.2,442.0,2369.0,1079.0,308.0,524.0,15036.0
CL14_LARGE_INTESTINE,51478.0,41429.0,195774.0,36969.0,30091.0,14964.0,92093.0,113341.0,52389.0,2321031.0,71278.0,5387.0,15521.0,12489.0,61090.0,20685.0,1400049.0,138524964.0,904115.0,127491.0,48289.0,1374842.0,9076.0,4202.0,117409.0,1394471.0,57466.0,9099.0,17284118.0,85218.0,6350567.0,247952.0,2758.0,108909.0,2926617.0,7288.0,94833.0,30479791.0,11375064.0,70363.0,422038.0,22804.0,207416.0,1145645.0,718942.0,314844.0,1100487.0,19568.0,2917355.0,212458.0,15583.0,211241.0,174126.0,15263.0,8081.0,284131.0,305438.0,479389.0,272156.0,190149.0,1191407.0,56050.0,6123854.0,2610354.0,2042097.0,2388300.0,2035205.0,5637084.0,5699686.0,6016254.0,212543.0,541509.0,8955316.0,62219.0,1339698.0,33643.0,403726.0,1337.0,406.0,20508.0,1827.0,106514.0,651.0,250646.0,16923.0,138692.0,1228.0,19410.0,883.0,76668.0,481.0,2653704.0,502095.0,8011575.0,9593147.0,2960458.0,1704151.0,739364.0,9518.0,29636.0,29184.0,19824.0,3410.0,5403.0,4487.0,1062.0,441779.0,24014.0,1164263.0,357038.0,19045.0,1296216.0,5766034.0,360175.0,22532.0,259527.0,218264.0,15052.0,2589.0,1334.0,1572.0,4328.0,1155.0,4688.0,179.0,27437.0
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,53137.0,75361.2,755762.0,24179.0,40581.0,38234.0,27860.0,70164.0,1937236.0,1456001.0,99813.0,138400.0,161734.0,577264.0,7014.0,6959.2,337883.0,7748943.0,2246440.0,36226.0,77705.0,2755048.0,234630.0,18607.6,6797.0,70459.0,4674.0,14325.2,6818247.0,16896.0,16370826.0,290872.0,6619.2,78052.0,3121298.0,3062.0,18951.0,3439345.0,5473685.0,39699.0,63498.0,1065170.0,575515.0,129534.0,219299.0,1946598.0,80394.0,2232.6,129825.0,1974327.0,28285.8,230205.0,821604.0,5611.0,10910.0,280942.0,50943.0,134818.0,41676.0,179793.0,2665775.0,544263.0,1778987.0,445984.0,635782.0,77453.0,147610.0,1127884.0,1274972.0,612645.0,28658.0,90913.0,12084752.0,768503.0,101742.0,16555.0,314957.0,588.0,1502.0,607868.0,1280.0,52498.0,473.0,81277.0,2571.0,27450.0,537.0,1295.0,26186.0,4086.0,1508.0,516702.0,42050.0,2950806.0,4732631.0,81839.0,11366566.0,356975.0,6435.0,5554.0,2758.2,1917.0,1582.0,80730.0,2860.0,6657.0,53727.0,55285.0,1646791.0,3211184.0,7564.0,1957225.0,11057065.0,1438846.0,47130.0,943395.0,379301.0,18702.0,654.0,5359.0,22498.0,114981.0,18184.0,33743.0,376.0,21972.0
JL1_PLEURA,83346.0,45016.0,233299.0,140927.0,70780.0,61511.4,61462.0,142364.0,79606.0,5085008.0,317491.0,7419.0,194461.0,35636.0,44698.0,20675.6,720282.0,155251542.0,1114219.0,66049.0,60153.0,1431798.0,22325.0,44905.0,143868.0,156559.0,66743.0,107673.0,19686029.0,50046.0,8448912.0,727391.0,7838.0,77179.2,5554026.0,9284.0,45710.0,70196103.0,9721328.0,231328.0,106800.0,27517.2,267481.0,681833.0,1033248.0,128008.0,964655.0,20578.0,73979.0,1442601.0,162172.8,488222.0,442185.0,15426.0,18736.0,510858.0,345751.0,801780.0,416197.0,411830.0,4235452.0,14340.0,7583361.0,1439093.0,1159104.0,2764600.0,2630288.0,7731215.0,7951439.0,8716193.0,263226.0,564576.0,7243450.0,393835.0,568568.0,33015.0,439613.0,998.0,19751.0,55293.0,1515.0,99798.0,682.0,298917.0,15072.0,119678.0,913.0,12081.6,2561.0,47623.0,19445.0,3424675.0,661968.0,5472281.0,7306302.0,1231164.0,4613967.0,1328490.0,10103.0,57233.0,16239.0,19187.2,2646.0,36294.0,6347.0,5924.2,1045024.0,6359723.0,1166945.0,467305.0,17680.0,1564521.0,7695623.0,468824.0,34110.0,675502.0,51957.0,9303.0,2221.0,360.0,6857.0,16950.0,6079.0,30188.0,486.8,33030.0
CAL148_BREAST,16782.0,16157.4,64383.0,16177.0,7954.0,14250.0,42675.2,33890.2,24152.0,287580.0,18080.0,6238.0,26694.0,3653.0,8824.0,7025.8,105493.0,23490467.0,684208.0,24011.0,8012.0,513146.0,4381.0,3506.0,10297.0,25093.0,4829.6,2439.2,1241910.0,7509.0,4011038.0,87152.0,1368.8,86904.0,219243.0,1596.0,7391.0,3852775.0,2371695.0,42291.0,33533.2,32669.0,44059.0,148189.0,54768.0,16506.0,76359.0,2269.4,101115.0,190148.0,8488.0,62527.0,28680.0,5498.2,1213.0,44412.0,66148.0,105366.0,35737.0,150196.0,470383.0,7028.0,1152329.0,501108.0,339075.0,284594.0,251644.0,837592.0,892073.0,763270.0,27882.0,98963.0,691378.0,15602.0,86665.0,3727.0,35552.0,324.6,625.0,20310.0,565.0,9852.0,153.6,34312.0,1643.0,9371.0,696.0,1997.0,872.0,23949.0,1015.2,456161.0,40544.0,5702735.0,3718462.0,315409.0,546067.0,108153.0,8129.0,2012.0,1945.0,1063.0,801.0,6153.0,5344.0,1440.0,69917.0,1323.0,308414.0,95412.0,6064.0,594628.0,4467889.0,217092.0,13959.0,608581.0,87793.0,7026.0,213.0,2209.0,3157.0,32921.0,3815.0,9302.0,641.0,4710.0
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5059.0,29972.2,12395.0,59678.0,2287.0,13780.2,38483.0,16463.2,13056.0,114865.0,5195.0,1203.0,1852.0,7487.8,24903.8,4698.8,41186.0,9252944.0,560384.0,7985.6,22457.0,437715.0,2870.0,6453.4,2327.0,44712.0,3928.0,1062.0,1651774.0,8198.0,911420.0,46429.0,1668.4,88936.0,235322.0,4700.4,12271.0,2165656.0,609422.0,10891.0,40792.8,6778.0,37295.0,42069.0,35524.0,4359.0,29052.0,772.0,158105.0,22679.0,8071.2,37298.0,48063.0,5251.0,1345.0,10669.0,45748.0,33257.0,18155.0,58213.0,625822.0,44093.0,1065701.0,247804.0,677027.0,93407.0,121157.0,479483.0,493619.0,280546.0,13549.0,36464.0,1017355.0,60685.0,168033.0,10104.0,78333.0,434.0,110.0,7417.0,878.0,11481.0,103.0,15434.0,553.0,7216.0,526.0,504.0,590.0,3499.0,759.0,157908.0,23229.0,538703.0,766969.0,82597.0,421329.0,56297.0,5759.0,3026.0,1261.6,618.0,142.0,3694.6,12587.0,154.0,39970.0,29235.0,27337.0,195229.0,4644.0,30619.0,197698.0,30191.0,194.0,41048.0,4394.0,553.0,221.0,324.0,567.0,6107.0,538.0,644.0,181.0,2892.0
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,10591.2,13148.0,66867.0,80268.0,2841.0,11198.6,23854.0,34176.6,10576.0,458162.0,25949.0,2331.8,2586.0,14929.0,13283.0,4672.6,70831.0,18786857.0,216342.0,12703.0,8437.0,159513.0,2296.0,3772.8,14035.0,15746.0,5993.6,2273.0,1566331.0,3337.0,1450817.0,51571.0,861.0,127682.0,1325268.0,1619.0,13008.0,3933617.0,1157424.0,29969.0,33217.0,15473.4,32529.0,81026.0,46625.0,91766.0,51648.0,3566.4,302508.0,39322.0,8526.0,21320.0,43841.0,5153.4,3472.0,38092.0,47629.0,44973.0,20515.0,121309.0,744512.0,67557.0,1174429.0,344525.0,905648.0,107489.0,161003.0,408556.0,459872.0,271686.0,14922.0,25992.0,704693.0,87238.0,158890.0,9424.0,143010.0,201.0,236.0,11655.0,814.0,9996.0,157.8,22512.0,927.0,9252.0,1641.0,756.0,212.0,6408.0,1043.4,145609.0,28716.0,882697.0,862912.0,99017.0,812288.0,59987.0,7378.0,5728.0,1468.0,692.0,17418.0,3176.0,6666.0,554.2,77817.0,2344.0,65987.0,297027.0,5139.0,161676.0,100273.0,259202.0,2336.0,18675.0,96367.0,1196.0,390.8,902.8,2414.4,1753.0,250.0,426.0,350.0,3229.0
CL40_LARGE_INTESTINE,54513.0,35765.0,127905.0,227625.2,90871.0,28028.0,79333.0,108657.0,48541.0,5624167.0,137141.0,4572.0,15831.0,47216.4,49637.6,23666.0,1335509.0,183364950.0,1102060.0,92653.0,63333.0,1695304.0,11785.0,10305.0,181600.0,956508.0,39784.0,59144.0,12339523.0,124144.0,8525906.0,225955.0,4514.0,98400.0,5467830.0,3902.0,85691.0,34941355.0,21199933.0,96027.0,526128.0,22104.0,241317.0,1536875.0,957192.0,227353.0,1312185.0,20029.0,3518150.0,2484820.0,12536.0,215629.0,271888.0,11393.0,13192.0,672017.0,350322.0,727332.0,358536.0,210672.0,1372213.0,78386.0,6593740.0,3224589.0,2614802.0,3098299.0,2398438.0,6885381.0,6463058.0,7508948.0,302835.0,626736.0,6374674.0,105314.0,1372292.0,29252.0,254939.0,4690.0,3665.0,65139.0,1979.0,127355.0,1026.0,272887.0,18479.0,133099.0,1406.0,21529.0,800.0,55525.0,771.0,3252976.0,622956.0,11710157.0,11392767.0,1408155.0,3392827.0,1108593.0,8688.0,48420.0,19256.0,21131.0,9940.0,939.0,4342.0,941.0,707175.0,160646.0,1424500.0,566452.0,19534.0,1396488.0,5133899.0,437271.0,17555.0,306634.0,433298.0,13750.0,2337.0,1763.0,3142.0,11093.0,2455.0,6777.0,473.0,19348.0
MDAMB134VI_BREAST,11780.0,27388.0,16799.0,19978.0,10904.6,10619.0,37657.4,27695.0,36677.0,761135.0,36235.0,10949.0,6204.6,4450.0,7932.0,5894.0,449989.0,6836671.0,301962.0,10106.0,5912.0,344105.0,5647.0,4499.4,11763.0,34122.0,4335.0,1277.2,1138092.0,7361.0,2020009.0,36556.0,1488.2,97055.0,1812529.0,7120.0,7860.0,3156685.0,1036854.0,17783.0,51080.0,44479.8,25487.0,120367.0,85652.0,15772.0,85931.0,2830.0,3692.0,69944.0,6681.2,171551.0,19302.0,5807.0,3432.0,133362.0,144380.0,190084.0,72223.0,32086.0,89047.0,135115.0,299159.0,1797295.0,651152.0,109993.0,221530.0,770604.0,1599533.0,1221594.0,115393.0,112345.0,652709.0,8695.0,99334.0,2740.0,169765.0,362.4,517.2,1295.0,482.0,22981.0,232.4,23759.0,578.0,6926.0,369.0,2192.0,1056.0,3526.0,2347.0,38115.0,6747.0,1739320.0,1281652.0,341244.0,133437.0,65761.0,10799.0,2157.0,998.0,748.0,1462.0,5690.0,4651.0,775.0,28859.0,1252.0,415142.0,370558.2,12375.0,938980.0,7012282.0,357087.0,22400.0,101636.0,133449.0,14473.0,415.0,9000.0,19293.0,156496.0,67900.0,105471.0,257.0,2610.0
HCC1500_BREAST,25108.6,14497.0,334180.0,187864.0,33245.0,29462.2,39171.0,74160.0,78556.0,2108874.0,133149.0,12435.0,7322.0,66892.0,25765.0,20119.0,1028479.0,63357776.0,562833.0,45530.0,31868.0,2671381.0,16873.0,15733.0,51407.0,25942.0,13075.0,2047.0,9060815.0,52298.0,4628804.0,258117.0,5563.6,99793.0,1744585.0,3103.0,107859.0,12335085.0,21573950.0,68289.0,141578.0,29823.0,125173.0,520339.0,238105.0,72943.0,430199.0,7967.0,7345817.0,1043960.0,44762.0,279028.0,110052.0,4267.0,5635.0,207830.0,194309.0,126320.0,119125.0,142876.0,859398.0,310843.0,2914895.0,1510180.0,2850836.0,453201.0,375997.0,2103186.0,2375847.0,1413403.0,69136.0,149898.0,4034924.0,319317.0,849675.0,10129.0,1312182.0,808.8,3482.6,7675.0,1072.0,33241.0,973.0,141106.0,8333.0,44236.0,1025.0,4156.0,1837.0,19218.0,1065.0,845750.0,110866.0,2962195.0,3627710.0,1877263.0,1946509.0,359652.0,8445.0,18393.0,8339.0,3705.0,28285.0,29217.0,33912.0,1616.0,233217.0,4491.0,519567.0,253147.0,17877.0,1356202.0,3551998.0,1373744.0,20861.0,584751.0,172957.0,7256.0,534.0,1891.0,5943.0,14998.0,5310.0,7300.0,1448.0,12688.0
HCC1599_BREAST,14746.4,14801.0,57152.0,61411.4,3812.0,20279.0,40065.0,31451.6,78201.0,339433.0,15278.0,18053.0,88463.6,47805.0,31869.8,6680.6,82743.0,3942956.0,433821.0,24950.0,13878.8,1572327.0,13501.0,18456.0,6986.2,55077.0,22481.0,1900.0,5598750.0,7035.4,3376347.0,153889.0,1613.0,95249.8,574459.0,4279.0,5233.0,1087471.0,4289720.0,6895.0,19141.0,87991.0,40266.0,24372.0,13886.0,56703.0,38235.0,2703.8,652370.0,287564.0,9759.0,3241391.0,36086.0,5489.2,3590.0,52600.0,19197.0,25558.0,15311.0,21890.0,403035.0,52675.0,297361.0,105970.0,245274.0,75912.0,110196.0,299184.0,320573.0,190521.0,11772.0,34363.0,2270372.0,153315.0,23271.0,4124.4,44067.0,265.2,1002.8,67171.0,749.6,4955.0,351.0,23900.0,1725.6,7738.0,600.6,754.2,1890.2,10544.0,1504.0,116501.0,26334.0,907372.0,394576.0,331390.0,757706.0,59312.0,6716.0,8877.0,9645.0,2967.8,5439.0,73679.0,11843.0,258.0,28164.0,5998.0,298018.0,97441.0,1593.0,166090.0,567536.0,243801.0,4457.0,742701.0,350838.0,8371.0,200.0,662.0,22088.0,73277.0,4009.0,66578.0,376.6,11526.8
