Ensembl Gene ID,EC Number,Gene Symbol and Synonyms,MitoCarta2.0_Score,MitoCarta3.0 Class,TrSSP prediction
ENSG00000218976,-,-,0,-1,-1
ENSG00000218980,-,-,0,-1,-1
ENSG00000218986,-,-,0,-1,-1
ENSG00000218991,-,-,0,-1,-1
ENSG00000218996,-,-,0,-1,-1
ENSG00000219016,-,-,0,-1,-1
ENSG00000219023,-,-,0,-1,-1
ENSG00000219027,-,-,0,-1,-1
ENSG00000219039,-,-,0,-1,-1
ENSG00000219041,-,-,0,-1,-1
ENSG00000219061,-,-,0,-1,-1
ENSG00000219073,EC 3.4.21.70,CELA3B; CBPP; ELA3B,-3.8147,0,0
ENSG00000219074,-,-,0,-1,-1
ENSG00000219085,-,-,0,-1,-1
ENSG00000219088,-,-,0,-1,-1
ENSG00000219095,-,-,0,-1,-1
ENSG00000219102,-,-,0,-1,-1
ENSG00000219133,-,-,0,-1,-1
ENSG00000219135,-,-,0,-1,-1
ENSG00000219139,-,-,0,-1,-1
ENSG00000219146,-,-,0,-1,-1
ENSG00000219149,-,-,0,-1,-1
ENSG00000219150,-,-,0,-1,-1
ENSG00000219159,-,-,0,-1,-1
ENSG00000219163,-,-,0,-1,-1
ENSG00000219186,-,-,0,-1,-1
ENSG00000219188,-,-,0,-1,-1
ENSG00000219190,-,-,0,-1,-1
ENSG00000219200,EC 3.1.-.-,RNASEK,-4.0157,0,0
ENSG00000219201,-,-,0,-1,-1
ENSG00000219222,-,-,0,-1,-1
ENSG00000219240,-,-,0,-1,-1
ENSG00000219249,-,-,0,-1,-1
ENSG00000219253,-,-,0,-1,-1
ENSG00000219257,-,-,0,-1,-1
ENSG00000219262,-,-,0,-1,-1
ENSG00000219273,-,-,0,-1,-1
ENSG00000219274,-,-,0,-1,-1
ENSG00000219280,-,-,0,-1,-1
ENSG00000219284,-,-,0,-1,-1
ENSG00000219294,-,-,0,-1,-1
ENSG00000219297,-,-,0,-1,-1
ENSG00000219298,-,-,0,-1,-1
ENSG00000219302,-,-,0,-1,-1
ENSG00000219314,-,-,0,-1,-1
ENSG00000219329,-,-,0,-1,-1
ENSG00000219355,-,-,0,-1,-1
ENSG00000219361,-,-,0,-1,-1
ENSG00000219368,-,-,0,-1,-1
ENSG00000219374,-,-,0,-1,-1
ENSG00000219375,-,-,0,-1,-1
ENSG00000219384,-,-,0,-1,-1
ENSG00000219387,-,-,0,-1,-1
ENSG00000219391,-,-,0,-1,-1
ENSG00000219392,-,-,0,-1,-1
ENSG00000219395,-,-,0,-1,-1
ENSG00000219404,-,-,0,-1,-1
ENSG00000219409,-,-,0,-1,-1
ENSG00000219410,-,-,0,-1,-1
ENSG00000219430,-,-,0,-1,-1
ENSG00000219433,-,-,0,-1,-1
ENSG00000219435,-,CATSPERZ; C11orf20; TEX40,9.7644,0,0
ENSG00000219438,-,QLLK5208; UNQ5208; FAM19A5; TAFA5; TAFA-5,-10.6961,0,0
ENSG00000219445,-,-,0,-1,-1
ENSG00000219448,-,-,0,-1,-1
ENSG00000219451,-,-,0,-1,-1
ENSG00000219453,-,-,0,-1,-1
ENSG00000219463,-,-,0,-1,-1
ENSG00000219470,-,-,0,-1,-1
ENSG00000219481,-,NBPF1; AB23; NBG; AD2; NBPF; AB13; AB14,-13.4554,0,0
ENSG00000219487,-,-,0,-1,-1
ENSG00000219491,-,-,0,-1,-1
ENSG00000219492,-,-,0,-1,-1
ENSG00000219500,-,-,0,-1,-1
ENSG00000219507,-,-,0,-1,-1
ENSG00000219529,-,-,0,-1,-1
ENSG00000219532,-,-,0,-1,-1
ENSG00000219545,-,RPA3-AS1; UMAD1; RPA3OS,-2.3946,-1,-1
ENSG00000219547,-,-,0,-1,-1
ENSG00000219549,-,-,0,-1,-1
ENSG00000219553,-,-,0,-1,-1
ENSG00000219559,-,-,0,-1,-1
ENSG00000219565,-,-,0,-1,-1
ENSG00000219575,-,-,0,-1,-1
ENSG00000219582,-,-,0,-1,-1
ENSG00000219604,-,-,0,-1,-1
ENSG00000219607,-,PPP1R3G,-8.0704,0,0
ENSG00000219608,-,-,0,-1,-1
ENSG00000219622,-,-,0,-1,-1
ENSG00000219626,-,FAM228B,-8.0704,0,0
ENSG00000219627,-,-,0,-1,-1
ENSG00000219642,-,-,0,-1,-1
ENSG00000219653,-,-,0,-1,-1
ENSG00000219665,-,-,0,-1,-1
ENSG00000219666,-,-,0,-1,-1
ENSG00000219669,-,-,0,-1,-1
ENSG00000219681,-,-,0,-1,-1
ENSG00000219682,-,-,0,-1,-1
ENSG00000219693,-,-,0,-1,-1
ENSG00000219699,-,-,0,-1,-1
ENSG00000219700,-,-,0,-1,-1
ENSG00000219702,-,-,0,-1,-1
ENSG00000219703,-,-,0,-1,-1
ENSG00000219712,-,-,0,-1,-1
ENSG00000219722,-,-,0,-1,-1
ENSG00000219736,-,-,0,-1,-1
ENSG00000219738,-,-,0,-1,-1
ENSG00000219747,-,-,0,-1,-1
ENSG00000219755,-,-,0,-1,-1
ENSG00000219757,-,-,0,-1,-1
ENSG00000219758,-,-,0,-1,-1
ENSG00000219770,-,-,0,-1,-1
ENSG00000219773,-,-,0,-1,-1
ENSG00000219776,-,-,0,-1,-1
ENSG00000219784,-,-,0,-1,-1
ENSG00000219790,-,-,0,-1,-1
ENSG00000219797,-,-,0,-1,-1
ENSG00000219806,-,-,0,-1,-1
ENSG00000219807,-,-,0,-1,-1
ENSG00000219814,-,-,0,-1,-1
ENSG00000219863,-,-,0,-1,-1
ENSG00000219867,-,-,0,-1,-1
ENSG00000219870,-,-,0,-1,-1
ENSG00000219881,-,-,0,-1,-1
ENSG00000219891,-,-,0,-1,-1
ENSG00000219902,-,-,0,-1,-1
ENSG00000219926,-,-,0,-1,-1
ENSG00000219928,-,-,0,-1,-1
ENSG00000219930,-,-,0,-1,-1
ENSG00000219932,-,-,0,-1,-1
ENSG00000219940,-,-,0,-1,-1
ENSG00000219941,-,-,0,-1,-1
ENSG00000219951,-,-,0,-1,-1
ENSG00000219986,-,-,0,-1,-1
ENSG00000219992,-,-,0,-1,-1
ENSG00000219993,-,-,0,-1,-1
ENSG00000220008,-,LERN2; LRRN6B; LINGO3,-4.3576,0,0
ENSG00000220032,-,-,0,-1,-1
ENSG00000220069,-,-,0,-1,-1
ENSG00000220091,-,-,0,-1,-1
ENSG00000220105,-,-,0,-1,-1
ENSG00000220110,-,-,0,-1,-1
ENSG00000220113,-,-,0,-1,-1
ENSG00000220125,-,-,0,-1,-1
ENSG00000220130,-,-,0,-1,-1
ENSG00000220131,-,-,0,-1,-1
ENSG00000220132,-,-,0,-1,-1
ENSG00000220154,-,-,0,-1,-1
ENSG00000220157,-,-,0,-1,-1
ENSG00000220161,-,-,0,-1,-1
ENSG00000220181,-,-,0,-1,-1
ENSG00000220184,-,-,0,-1,-1
ENSG00000220201,-,GLP1; ZGLP1; GATAD3; GLP-1,-10.6961,0,0
ENSG00000220204,-,-,0,-1,-1
ENSG00000220205,-,SYB2; VAMP2; NEDHAHM; VAMP-2,-7.3762,0,1
ENSG00000220212,-,-,0,-1,-1
ENSG00000220237,-,-,0,-1,-1
ENSG00000220240,-,-,0,-1,-1
ENSG00000220248,-,-,0,-1,-1
ENSG00000220256,-,-,0,-1,-1
ENSG00000220267,-,-,0,-1,-1
ENSG00000220291,-,-,0,-1,-1
ENSG00000220305,-,-,0,-1,-1
ENSG00000220311,-,-,0,-1,-1
ENSG00000220323,-,-,0,-1,-1
ENSG00000220326,-,-,0,-1,-1
ENSG00000220343,-,-,0,-1,-1
ENSG00000220347,-,-,0,-1,-1
ENSG00000220349,-,-,0,-1,-1
ENSG00000220370,-,-,0,-1,-1
ENSG00000220378,-,-,0,-1,-1
ENSG00000220392,-,-,0,-1,-1
ENSG00000220412,-,-,0,-1,-1
ENSG00000220418,-,-,0,-1,-1
ENSG00000220446,-,-,0,-1,-1
ENSG00000220447,-,-,0,-1,-1
ENSG00000220472,-,-,0,-1,-1
ENSG00000220483,-,-,0,-1,-1
ENSG00000220494,-,-,0,-1,-1
ENSG00000220505,-,-,0,-1,-1
ENSG00000220506,-,-,0,-1,-1
ENSG00000220514,-,-,0,-1,-1
ENSG00000220515,-,-,0,-1,-1
ENSG00000220517,-,-,0,-1,-1
ENSG00000220522,-,-,0,-1,-1
ENSG00000220537,-,-,0,-1,-1
ENSG00000220540,-,-,0,-1,-1
ENSG00000220541,-,-,0,-1,-1
ENSG00000220548,-,-,0,-1,-1
ENSG00000220553,-,-,0,-1,-1
ENSG00000220557,-,-,0,-1,-1
ENSG00000220563,-,-,0,-1,-1
ENSG00000220575,-,-,0,-1,-1
ENSG00000220581,-,-,0,-1,-1
ENSG00000220583,-,-,0,-1,-1
ENSG00000220585,-,-,0,-1,-1
ENSG00000220586,-,-,0,-1,-1
ENSG00000220598,-,-,0,-1,-1
ENSG00000220600,-,-,0,-1,-1
ENSG00000220614,-,-,0,-1,-1
ENSG00000220635,-,-,0,-1,-1
ENSG00000220643,-,-,0,-1,-1
ENSG00000220660,-,-,0,-1,-1
ENSG00000220666,-,-,0,-1,-1
ENSG00000220685,-,-,0,-1,-1
ENSG00000220693,-,-,0,-1,-1
ENSG00000220694,-,-,0,-1,-1
ENSG00000220695,-,-,0,-1,-1
ENSG00000220702,-,-,0,-1,-1
ENSG00000220721,-,OR1F12; OR1F12P; OR1F12Q; hs6M1-35P; OR6-12,-6.2297,-1,-1
ENSG00000220725,-,-,0,-1,-1
ENSG00000220730,-,-,0,-1,-1
ENSG00000220733,-,-,0,-1,-1
ENSG00000220734,-,-,0,-1,-1
ENSG00000220739,-,-,0,-1,-1
ENSG00000220744,-,-,0,-1,-1
ENSG00000220745,-,-,0,-1,-1
ENSG00000220748,-,-,0,-1,-1
ENSG00000220749,-,-,0,-1,-1
ENSG00000220758,-,-,0,-1,-1
ENSG00000220771,-,-,0,-1,-1
ENSG00000220773,-,-,0,-1,-1
ENSG00000220785,-,-,0,-1,-1
ENSG00000220793,-,-,0,-1,-1
ENSG00000220804,-,-,0,-1,-1
ENSG00000220831,-,-,0,-1,-1
ENSG00000220842,-,-,0,-1,-1
ENSG00000220848,-,-,0,-1,-1
ENSG00000220867,-,-,0,-1,-1
ENSG00000220868,-,-,0,-1,-1
ENSG00000220871,-,-,0,-1,-1
ENSG00000220875,-,-,0,-1,-1
ENSG00000220884,-,-,0,-1,-1
ENSG00000220891,-,-,0,-1,-1
ENSG00000220908,-,-,0,-1,-1
ENSG00000220913,-,-,0,-1,-1
ENSG00000220918,-,-,0,-1,-1
ENSG00000220920,-,-,0,-1,-1
ENSG00000220924,-,-,0,-1,-1
ENSG00000220925,-,-,0,-1,-1
ENSG00000220937,-,-,0,-1,-1
ENSG00000220948,-,-,0,-1,-1
ENSG00000220949,-,-,0,-1,-1
ENSG00000220960,-,-,0,-1,-1
ENSG00000220986,-,-,0,-1,-1
ENSG00000220992,-,-,0,-1,-1
ENSG00000221010,-,-,0,-1,-1
ENSG00000221019,-,-,0,-1,-1
ENSG00000221031,-,-,0,-1,-1
ENSG00000221040,-,-,0,-1,-1
ENSG00000221043,-,-,0,-1,-1
ENSG00000221044,-,-,0,-1,-1
ENSG00000221046,-,-,0,-1,-1
ENSG00000221048,-,-,0,-1,-1
ENSG00000221055,-,-,0,-1,-1
ENSG00000221077,-,-,0,-1,-1
ENSG00000221083,-,-,0,-1,-1
ENSG00000221091,-,-,0,-1,-1
ENSG00000221102,-,-,0,-1,-1
ENSG00000221104,-,-,0,-1,-1
ENSG00000221114,-,-,0,-1,-1
ENSG00000221125,-,-,0,-1,-1
ENSG00000221164,-,-,0,-1,-1
ENSG00000221174,-,-,0,-1,-1
ENSG00000221186,-,-,0,-1,-1
ENSG00000221211,-,-,0,-1,-1
ENSG00000221222,-,-,0,-1,-1
ENSG00000221245,-,-,0,-1,-1
ENSG00000221252,-,-,0,-1,-1
ENSG00000221269,-,-,0,-1,-1
ENSG00000221275,-,-,0,-1,-1
ENSG00000221278,-,-,0,-1,-1
ENSG00000221301,-,-,0,-1,-1
ENSG00000221303,-,-,0,-1,-1
ENSG00000221319,-,-,0,-1,-1
ENSG00000221332,-,-,0,-1,-1
ENSG00000221359,-,-,0,-1,-1
ENSG00000221382,-,-,0,-1,-1
ENSG00000221385,-,-,0,-1,-1
ENSG00000221400,-,-,0,-1,-1
ENSG00000221406,-,-,0,-1,-1
ENSG00000221420,-,-,0,-1,-1
ENSG00000221424,-,-,0,-1,-1
ENSG00000221430,-,-,0,-1,-1
ENSG00000221439,-,-,0,-1,-1
ENSG00000221455,-,-,0,-1,-1
ENSG00000221458,-,-,0,-1,-1
ENSG00000221461,-,-,0,-1,-1
ENSG00000221468,-,-,0,-1,-1
ENSG00000221475,-,-,0,-1,-1
ENSG00000221491,-,-,0,-1,-1
ENSG00000221496,-,-,0,-1,-1
ENSG00000221507,-,-,0,-1,-1
ENSG00000221518,-,-,0,-1,-1
ENSG00000221550,-,-,0,-1,-1
ENSG00000221553,-,-,0,-1,-1
ENSG00000221567,-,-,0,-1,-1
ENSG00000221571,-,-,0,-1,-1
ENSG00000221590,-,-,0,-1,-1
ENSG00000221602,-,-,0,-1,-1
ENSG00000221633,-,-,0,-1,-1
ENSG00000221638,-,-,0,-1,-1
ENSG00000221639,-,-,0,-1,-1
ENSG00000221643,-,-,0,-1,-1
ENSG00000221676,-,-,0,-1,-1
ENSG00000221693,-,-,0,-1,-1
ENSG00000221705,-,-,0,-1,-1
ENSG00000221716,-,-,0,-1,-1
ENSG00000221737,-,-,0,-1,-1
ENSG00000221750,-,-,0,-1,-1
ENSG00000221763,-,-,0,-1,-1
ENSG00000221767,-,-,0,-1,-1
ENSG00000221813,-,OR7-9; OR6B1; OR7-3,-10.6961,0,0
ENSG00000221817,-,-,0,-1,-1
ENSG00000221818,-,COE2; EBF-2; O/E-3; EBF2; OE-3,-3.8147,0,0
ENSG00000221819,-,-,0,-1,-1
ENSG00000221821,-,C6orf226,-3.6897,0,0
ENSG00000221823,-,CNB; CALNB1; CNB1; PPP3R1,-2.7787,0,1
ENSG00000221826,-,PSG3,-13.4554,0,0
ENSG00000221829,-,FAG; XRCC9; FANCG,-6.2297,0,0
ENSG00000221836,-,OR2A11P; OR7-141; OR7-138; OR2A5; OR2A26; OR2A8,-10.6961,0,0
ENSG00000221837,-,KRTAP10-9; KRTAP18-9; KAP10.9; KAP18.9,-1.3535,0,0
ENSG00000221838,-,MU-ARP2; SPG50; MU-4; AP4M1; CPSQ3,-0.9827,0,0
ENSG00000221840,-,OR11-111; OR4A5,-13.4554,0,0
ENSG00000221843,-,C2orf16,1.3533,0,0
ENSG00000221844,-,-,0,-1,-1
ENSG00000221845,-,C7orf65,-10.6961,0,0
ENSG00000221849,-,-,0,-1,-1
ENSG00000221852,-,KRTAP1-5; KAP1.5; KRTAP1.5,-1.3535,0,0
ENSG00000221855,-,T2R41; T2R59; TAS2R41,-10.6961,0,0
ENSG00000221857,-,-,0,-1,-1
ENSG00000221858,-,OR2A16P; OR2A12; OR2A12P,-10.6961,0,0
ENSG00000221859,-,KRTAP18-10; KAP18.10; KRTAP18.10; KAP10.10; KRTAP10-10,-1.3535,0,0
ENSG00000221864,-,KRTAP12.2; KAP12.2; KRTAP12-2,-1.3535,0,0
ENSG00000221866,-,FAYV2820; PLXNA4B; PRO34003; PLXNA4; PLXNA4A; PLEXA4,-8.2811,0,0
ENSG00000221867,-,MAGEA3; CT1.3; HIP8; MAGE3; MAGEA6; HYPD,-10.6961,0,0
ENSG00000221869,-,C/EBP-delta; CEBPD; CELF; CRP3; NF-IL6-beta,-3.8147,0,0
ENSG00000221870,-,-,0,-1,-1
ENSG00000221874,-,ZNF816-ZNF321P; ZNF816-ZNF321,-10.6961,0,0
ENSG00000221878,-,PSG7; PSGGA; PSG1; PSBG-7,-13.4554,0,0
ENSG00000221879,-,-,0,-1,-1
ENSG00000221880,-,KAP1.2; KAP1.6; KRTAP1.3; KRTAP1-3; KAP1.8A; KAP1.8B; KAP1.9; KAP1.3,-1.3535,0,0
ENSG00000221882,-,OR17-228; OR3A2; OLFRA04; OR228; OR17-14,-13.4554,0,0
ENSG00000221883,-,-,0,-1,-1
ENSG00000221886,-,ZBED8; C5orf54; Buster3,-8.2811,0,0
ENSG00000221887,-,ACC6; HMSD; C18orf53; HSMD-v; ACC-6,-10.6961,0,1
ENSG00000221888,-,OR1-42; OR1.5.10; ORL211; TPCR27; OR1C1; HSTPCR27,19.3217,0,0
ENSG00000221890,-,NPTXR; NPR,-10.6961,0,0
ENSG00000221891,-,-,0,-1,-1
ENSG00000221900,-,POM121L12,-7.46,0,0
ENSG00000221909,-,C7orf38; FAM200A,-10.6961,0,0
ENSG00000221910,-,OR2F2; OR7-1,-3.8147,0,0
ENSG00000221914,-,PR55alpha; PPP2R2A; PR55A; B55ALPHA; PR52A; B55A,-8.0704,0,0
ENSG00000221916,-,C19orf73,-8.8008,0,0
ENSG00000221923,-,ZNF880,-10.6961,0,0
ENSG00000221926,EC 2.3.2.27,TRIM16; EBBP,-6.2297,0,0
ENSG00000221930,-,-,0,-1,-1
ENSG00000221931,-,OR6X1; OR11-270,-10.6961,0,0
ENSG00000221932,-,HEPN1,-5.7816,0,0
ENSG00000221933,-,OR2A27; OR2A25; OR2A24P; OR2A25P,-10.6961,0,0
ENSG00000221937,-,TAS2R40; T2R40; GPR60; T2R58,-8.6672,0,0
ENSG00000221938,-,OR2A14P; OR2A6; OR2A14; OST182,-8.2811,0,0
ENSG00000221944,-,EEYORE; TIGD1,-13.4554,0,0
ENSG00000221946,-,FXYD7,-8.0704,0,0
ENSG00000221947,-,XKR9; XRG9,-7.8105,0,0
ENSG00000221949,-,-,0,-1,-1
ENSG00000221953,-,C1orf229,-10.8297,0,0
ENSG00000221954,-,OR4C12; OR11-259,-10.6961,0,0
ENSG00000221955,-,CCC9; SLC12A8,-6.2297,0,1
ENSG00000221957,-,NKAT-8; NKAT8; CD158I; KIR412; KIR1D; KIR2DS4; KIR-2DS4; KKA3,-10.6961,0,0
ENSG00000221961,-,-,0,-1,-1
ENSG00000221962,-,-,0,-1,-1
ENSG00000221963,-,APOLVI; APOL-VI; APOL6,-10.6961,0,0
ENSG00000221968,EC 1.14.19.-,FADS3; LLCDL3; CYB5RP,-6.2297,0,0
ENSG00000221970,-,OR2A1,-13.4554,0,0
ENSG00000221971,-,-,0,-1,-1
ENSG00000221972,-,-,0,-1,-1
ENSG00000221977,-,OR4E2; OR14-42,-10.6961,0,-1
ENSG00000221978,-,CCNL2; CCNS; CCNM; PCEE; HCLA-ISO; SB138; ANIA-6B; HLA-ISO,19.3217,0,0
ENSG00000221983,-,UBA52; RPL40; HUBCEP52; CEP52; L40,-2.2069,0,0
ENSG00000221986,-,MYBPHL,20.4068,0,0
ENSG00000221988,EC 3.1.2.-,PPT-2; C6orf8; G14; PPT2,3.3807,0,0
ENSG00000221989,-,OR2A17P; OR2A2; OR7-11; OST008; OR2A2P,-10.6961,0,0
ENSG00000221990,-,-,0,-1,-1
ENSG00000221994,-,dJ54B20.2; ZNF630,-13.4554,0,0
ENSG00000221995,-,TIAF1; SPR210; MAJN,17.7302,0,0
ENSG00000221996,-,OR11-3; OR52B4,-10.6961,0,0
ENSG00000222000,-,-,0,-1,-1
ENSG00000222001,-,-,0,-1,-1
ENSG00000222004,-,-,0,-1,-1
ENSG00000222005,-,-,0,-1,-1
ENSG00000222007,-,-,0,-1,-1
ENSG00000222009,-,BTBD19,-10.6961,0,0
ENSG00000222011,-,FAM185A,-0.32,1,0
ENSG00000222012,-,-,0,-1,-1
ENSG00000222014,-,WTH3; RAB6C,-2.7697,0,0
ENSG00000222017,-,-,0,-1,-1
ENSG00000222018,-,FAM243A; C21orf140,1.3533,0,0
ENSG00000222019,-,-,0,-1,-1
ENSG00000222020,-,-,0,-1,-1
ENSG00000222022,-,-,0,-1,-1
ENSG00000222024,-,-,0,-1,-1
ENSG00000222028,EC 3.4.25.1,PSMB11; BETA5T,2.7568,0,0
ENSG00000222030,-,-,0,-1,-1
ENSG00000222031,-,-,0,-1,-1
ENSG00000222032,-,-,0,-1,-1
ENSG00000222033,-,-,0,-1,-1
ENSG00000222035,-,-,0,-1,-1
ENSG00000222036,-,POTEM; P704P; ACT; POTE14beta,-5.9849,0,0
ENSG00000222037,-,-,0,-1,-1
ENSG00000222038,-,POTE2beta; POTEJ,-5.9849,0,0
ENSG00000222040,-,-,0,-1,-1
ENSG00000222041,-,-,0,-1,-1
ENSG00000222042,-,-,0,-1,-1
ENSG00000222043,-,-,0,-1,-1
ENSG00000222044,-,-,0,-1,-1
ENSG00000222046,-,DCDC2B,1.3533,0,0
ENSG00000222047,-,-,0,-1,-1
ENSG00000222057,-,-,0,-1,-1
ENSG00000222067,-,-,0,-1,-1
ENSG00000222068,-,-,0,-1,-1
ENSG00000222069,-,-,0,-1,-1
ENSG00000222076,-,-,0,-1,-1
ENSG00000222078,-,-,0,-1,-1
ENSG00000222085,-,-,0,-1,-1
ENSG00000222094,-,-,0,-1,-1
ENSG00000222099,-,-,0,-1,-1
ENSG00000222102,-,-,0,-1,-1
ENSG00000222107,-,-,0,-1,-1
ENSG00000222111,-,-,0,-1,-1
ENSG00000222112,-,-,0,-1,-1
ENSG00000222129,-,-,0,-1,-1
ENSG00000222145,-,-,0,-1,-1
ENSG00000222154,-,-,0,-1,-1
ENSG00000222162,-,-,0,-1,-1
ENSG00000222164,-,-,0,-1,-1
ENSG00000222177,-,-,0,-1,-1
ENSG00000222179,-,-,0,-1,-1
ENSG00000222210,-,-,0,-1,-1
ENSG00000222220,-,-,0,-1,-1
ENSG00000222222,-,-,0,-1,-1
ENSG00000222231,-,-,0,-1,-1
ENSG00000222240,-,-,0,-1,-1
ENSG00000222248,-,-,0,-1,-1
ENSG00000222251,-,-,0,-1,-1
ENSG00000222257,-,-,0,-1,-1
ENSG00000222259,-,-,0,-1,-1
ENSG00000222276,-,-,0,-1,-1
ENSG00000222281,-,-,0,-1,-1
ENSG00000222305,-,-,0,-1,-1
ENSG00000222312,-,-,0,-1,-1
ENSG00000222313,-,-,0,-1,-1
ENSG00000222328,-,-,0,-1,-1
ENSG00000222337,-,-,0,-1,-1
ENSG00000222343,-,-,0,-1,-1
ENSG00000222352,-,-,0,-1,-1
ENSG00000222355,-,-,0,-1,-1
ENSG00000222363,-,-,0,-1,-1
ENSG00000222370,-,-,0,-1,-1
ENSG00000222371,-,-,0,-1,-1
ENSG00000222375,-,-,0,-1,-1
ENSG00000222378,-,-,0,-1,-1
ENSG00000222383,-,-,0,-1,-1
ENSG00000222385,-,-,0,-1,-1
ENSG00000222386,-,-,0,-1,-1
ENSG00000222389,-,-,0,-1,-1
ENSG00000222404,-,-,0,-1,-1
ENSG00000222413,-,-,0,-1,-1
ENSG00000222414,-,-,0,-1,-1
ENSG00000222426,-,-,0,-1,-1
ENSG00000222428,-,-,0,-1,-1
ENSG00000222436,-,-,0,-1,-1
ENSG00000222440,-,-,0,-1,-1
ENSG00000222445,-,-,0,-1,-1
ENSG00000222448,-,-,0,-1,-1
ENSG00000222451,-,-,0,-1,-1
ENSG00000222452,-,-,0,-1,-1
ENSG00000222460,-,-,0,-1,-1
ENSG00000222465,-,-,0,-1,-1
ENSG00000222472,-,-,0,-1,-1
ENSG00000222477,-,-,0,-1,-1
ENSG00000222489,-,-,0,-1,-1
ENSG00000222494,-,-,0,-1,-1
ENSG00000222496,-,-,0,-1,-1
ENSG00000222499,-,-,0,-1,-1
ENSG00000222501,-,-,0,-1,-1
ENSG00000222515,-,-,0,-1,-1
ENSG00000222524,-,-,0,-1,-1
ENSG00000222536,-,-,0,-1,-1
ENSG00000222543,-,-,0,-1,-1
ENSG00000222583,-,-,0,-1,-1
ENSG00000222585,-,-,0,-1,-1
ENSG00000222588,-,-,0,-1,-1
ENSG00000222589,-,-,0,-1,-1
ENSG00000222594,-,-,0,-1,-1
ENSG00000222612,-,-,0,-1,-1
ENSG00000222616,-,-,0,-1,-1
ENSG00000222617,-,-,0,-1,-1
ENSG00000222624,-,-,0,-1,-1
ENSG00000222626,-,-,0,-1,-1
ENSG00000222627,-,-,0,-1,-1
ENSG00000222630,-,-,0,-1,-1
ENSG00000222636,-,-,0,-1,-1
ENSG00000222640,-,-,0,-1,-1
ENSG00000222650,-,-,0,-1,-1
ENSG00000222664,-,-,0,-1,-1
ENSG00000222666,-,-,0,-1,-1
ENSG00000222675,-,-,0,-1,-1
ENSG00000222678,-,-,0,-1,-1
ENSG00000222685,-,-,0,-1,-1
ENSG00000222686,-,-,0,-1,-1
ENSG00000222693,-,-,0,-1,-1
ENSG00000222704,-,-,0,-1,-1
ENSG00000222705,-,-,0,-1,-1
ENSG00000222706,-,-,0,-1,-1
ENSG00000222713,-,-,0,-1,-1
ENSG00000222714,-,-,0,-1,-1
ENSG00000222724,-,-,0,-1,-1
ENSG00000222726,-,-,0,-1,-1
ENSG00000222736,-,-,0,-1,-1
ENSG00000222744,-,-,0,-1,-1
ENSG00000222750,-,-,0,-1,-1
ENSG00000222755,-,-,0,-1,-1
ENSG00000222760,-,-,0,-1,-1
ENSG00000222764,-,-,0,-1,-1
ENSG00000222774,-,-,0,-1,-1
ENSG00000222783,-,-,0,-1,-1
ENSG00000222784,-,-,0,-1,-1
ENSG00000222800,-,-,0,-1,-1
ENSG00000222810,-,-,0,-1,-1
ENSG00000222834,-,-,0,-1,-1
ENSG00000222842,-,-,0,-1,-1
ENSG00000222845,-,-,0,-1,-1
ENSG00000222859,-,-,0,-1,-1
ENSG00000222872,-,-,0,-1,-1
ENSG00000222874,-,-,0,-1,-1
ENSG00000222880,-,-,0,-1,-1
ENSG00000222889,-,-,0,-1,-1
ENSG00000222898,-,-,0,-1,-1
ENSG00000222931,-,-,0,-1,-1
ENSG00000222934,-,-,0,-1,-1
ENSG00000222942,-,-,0,-1,-1
ENSG00000222950,-,-,0,-1,-1
ENSG00000222969,-,-,0,-1,-1
ENSG00000222973,-,-,0,-1,-1
ENSG00000222974,-,-,0,-1,-1
ENSG00000222976,-,-,0,-1,-1
ENSG00000222979,-,-,0,-1,-1
ENSG00000222982,-,-,0,-1,-1
ENSG00000222983,-,-,0,-1,-1
ENSG00000222985,-,-,0,-1,-1
ENSG00000222987,-,-,0,-1,-1
ENSG00000222990,-,-,0,-1,-1
ENSG00000222998,-,-,0,-1,-1
ENSG00000223001,-,-,0,-1,-1
ENSG00000223006,-,-,0,-1,-1
ENSG00000223007,-,-,0,-1,-1
ENSG00000223012,-,-,0,-1,-1
ENSG00000223027,-,-,0,-1,-1
ENSG00000223039,-,-,0,-1,-1
ENSG00000223042,-,-,0,-1,-1
ENSG00000223056,-,-,0,-1,-1
ENSG00000223063,-,-,0,-1,-1
ENSG00000223075,-,-,0,-1,-1
ENSG00000223086,-,-,0,-1,-1
ENSG00000223088,-,-,0,-1,-1
ENSG00000223111,-,-,0,-1,-1
ENSG00000223117,-,-,0,-1,-1
ENSG00000223118,-,-,0,-1,-1
ENSG00000223120,-,-,0,-1,-1
ENSG00000223125,-,-,0,-1,-1
ENSG00000223126,-,-,0,-1,-1
ENSG00000223128,-,-,0,-1,-1
ENSG00000223136,-,-,0,-1,-1
ENSG00000223142,-,-,0,-1,-1
ENSG00000223145,-,-,0,-1,-1
ENSG00000223156,-,-,0,-1,-1
ENSG00000223168,-,-,0,-1,-1
ENSG00000223174,-,-,0,-1,-1
ENSG00000223177,-,-,0,-1,-1
ENSG00000223182,-,-,0,-1,-1
ENSG00000223190,-,-,0,-1,-1
ENSG00000223198,-,-,0,-1,-1
ENSG00000223202,-,-,0,-1,-1
ENSG00000223223,-,-,0,-1,-1
ENSG00000223247,-,-,0,-1,-1
ENSG00000223255,-,-,0,-1,-1
